MerchantID,Name,BusinessType,RegistrationDate,GSTStatus,AvgTransactionVolume
M-00729,Strickland-Davis,Services,2021-03-27,Not Registered,8981.07
M-00730,"Bell, Meza and Montoya",E-commerce,2024-06-25,Registered,21027.56
M-00731,"Berry, Smith and Vasquez",Services,2016-07-06,Registered,9706.24
M-00732,Scott-Anderson,E-commerce,2017-04-11,Not Registered,30782.51
M-00733,Brooks LLC,Services,2022-08-15,Not Registered,19768.29
M-00734,Swanson-Davis,Retail,2016-06-12,Registered,35366.43
M-00735,Kim Ltd,Wholesale,2020-05-27,Registered,27195.14
M-00736,"Campbell, Singh and Montoya",Retail,2018-06-27,Registered,33444.05
M-00737,"Benitez, Mccullough and Moore",E-commerce,2019-11-11,Not Registered,21719.33
M-00738,"Haynes, Gentry and Frazier",Food & Beverage,2015-04-27,Not Registered,17960.7
M-00739,Miller-Adams,Services,2017-11-05,Registered,17466.21
M-00740,Adams Group,Wholesale,2016-11-17,Not Registered,42026.44
M-00741,Pratt-Long,Wholesale,2017-12-06,Registered,2724.67
M-00742,"Koch, Lynch and Mann",Wholesale,2023-05-01,Not Registered,16542.3
M-00743,Livingston-Shaw,E-commerce,2015-11-11,Not Registered,3532.29
M-00744,Hughes-Hayes,Services,2015-08-01,Not Registered,25565.46
M-00745,Patterson-Browning,E-commerce,2020-03-03,Not Registered,15424.43
M-00746,Mccann-Sutton,E-commerce,2023-06-27,Registered,1097.13
M-00747,"Torres, West and Hamilton",E-commerce,2020-06-09,Registered,42998.04
M-00748,Griffith Group,Food & Beverage,2022-10-27,Registered,10975.09
M-00749,Guzman Ltd,Services,2016-09-01,Registered,42949.36
M-00750,Rogers and Sons,E-commerce,2019-09-30,Registered,21022.29
M-00751,Wright LLC,Food & Beverage,2024-11-19,Registered,22903.81
M-00752,"Smith, Clark and Stanley",Wholesale,2019-06-22,Not Registered,22611.4
M-00753,Travis-Barton,Retail,2022-11-07,Registered,3682.4
M-00754,"Holland, Jackson and Robinson",Wholesale,2022-05-21,Not Registered,28316.64
M-00755,Phillips-Duncan,Wholesale,2023-11-23,Registered,44954.07
M-00756,Duncan-Pace,Wholesale,2020-06-26,Not Registered,26816.45
M-00757,"Blake, Williams and Smith",Food & Beverage,2018-11-30,Not Registered,36350.33
M-00758,Cruz and Sons,E-commerce,2021-07-17,Not Registered,35562.64
M-00759,Cain-Turner,Food & Beverage,2020-09-29,Registered,49292.99
M-00760,Cline-Scott,Food & Beverage,2018-03-01,Not Registered,18197.88
M-00761,"Bender, Wood and Griffin",Retail,2021-07-24,Not Registered,43803.41
M-00762,Calderon-Huffman,Retail,2018-05-24,Registered,34524.3
M-00763,Delgado-Sanford,Retail,2021-01-16,Registered,30287.28
M-00764,Mann-Morris,Wholesale,2019-03-13,Not Registered,5839.21
M-00765,Hester-Hobbs,E-commerce,2023-09-14,Registered,22410.43
M-00766,Terrell-Whitney,Retail,2015-10-12,Registered,5669.74
M-00767,Kelley-Black,E-commerce,2015-11-26,Not Registered,49732.78
M-00768,Hansen-Gates,Wholesale,2019-01-23,Not Registered,18106.46
M-00769,Vega-Smith,Retail,2019-07-17,Not Registered,25299.71
M-00770,Harris-Miranda,Services,2016-04-21,Registered,23005.06
M-00771,Oneill Group,Wholesale,2023-07-03,Registered,15593.66
M-00772,Henderson-Williamson,Wholesale,2019-03-14,Registered,36175.45
M-00773,Tyler and Sons,Food & Beverage,2021-06-08,Not Registered,37476.34
M-00774,Medina-Harvey,E-commerce,2024-01-17,Not Registered,24266.55
M-00775,"Rodriguez, Mcdonald and Wilson",Services,2015-12-11,Not Registered,21978.94
M-00776,Stewart Ltd,E-commerce,2017-08-02,Not Registered,4375.94
M-00777,Reyes and Sons,Retail,2016-08-20,Registered,22752.31
M-00778,Baker-Williams,Food & Beverage,2018-06-07,Not Registered,43105.22
M-00779,Conner-Evans,Wholesale,2024-05-07,Not Registered,1443.78
M-00780,Franklin-Gonzalez,E-commerce,2017-12-08,Not Registered,24547.14
M-00781,"Deleon, Mayer and Obrien",Wholesale,2020-03-08,Not Registered,37913.92
M-00782,Johnson Group,Food & Beverage,2023-02-12,Not Registered,19914.88
M-00783,Kim Inc,Food & Beverage,2024-10-13,Not Registered,6501.31
M-00784,"Lambert, White and Miller",Wholesale,2017-01-01,Registered,24446.66
M-00785,Obrien-Pham,Retail,2017-10-28,Not Registered,33280.5
M-00786,"Yoder, Brock and Henry",Food & Beverage,2017-08-25,Not Registered,8076.62
M-00787,"Bell, Mason and Roman",Services,2023-11-28,Registered,7583.66
M-00788,Thompson Ltd,E-commerce,2016-09-26,Not Registered,6515.31
M-00789,Lynn Group,E-commerce,2018-12-26,Not Registered,37086.35
M-00790,Gomez PLC,Services,2017-10-15,Not Registered,9745.82
M-00791,Wade and Sons,Retail,2018-10-19,Not Registered,30824.82
M-00792,"Palmer, Alvarez and Davis",Retail,2017-02-27,Registered,47140.99
M-00793,"Bryant, Hernandez and Holder",E-commerce,2016-01-30,Not Registered,26440.0
M-00794,Perry Inc,Wholesale,2018-09-30,Registered,23736.65
M-00795,Jackson and Sons,Food & Beverage,2015-09-06,Not Registered,25421.62
M-00796,"Chambers, Page and Green",Services,2024-10-20,Registered,46178.68
M-00797,Blake Group,Wholesale,2024-06-09,Registered,20204.21
M-00798,Lee PLC,E-commerce,2019-07-01,Registered,38683.95
M-00799,"Phillips, Turner and Cohen",Food & Beverage,2017-04-01,Not Registered,20792.97
M-00800,"Nguyen, Moreno and Wilson",Retail,2016-04-28,Registered,33394.81
M-00801,"Jones, Wilson and Clark",Services,2018-03-12,Registered,8133.74
M-00802,Smith Ltd,Retail,2021-03-23,Not Registered,32915.12
M-00803,Mcintosh Inc,E-commerce,2018-06-24,Not Registered,36713.63
M-00804,"Tran, Ramsey and Williams",Retail,2017-02-19,Registered,38535.81
M-00805,Jones-Petersen,Food & Beverage,2019-08-22,Not Registered,33857.22
M-00806,"Leonard, Norman and Copeland",Food & Beverage,2024-09-08,Not Registered,22457.61
M-00807,"Wheeler, Hamilton and Morgan",Wholesale,2020-03-26,Registered,46550.28
M-00808,"Powers, Lee and Rivers",Services,2018-08-19,Not Registered,23297.36
M-00809,Bray-Suarez,Wholesale,2023-12-08,Not Registered,5463.1
M-00810,"Thompson, Landry and Thompson",E-commerce,2019-09-18,Not Registered,28013.07
M-00811,Braun-Strickland,Retail,2020-04-09,Registered,27985.24
M-00812,Fletcher-Martin,Services,2015-07-08,Registered,22066.02
M-00813,Hunter-Barber,E-commerce,2024-05-07,Not Registered,16447.52
M-00814,"Ray, Crane and Valentine",Wholesale,2023-06-27,Not Registered,40239.22
M-00815,Elliott-Crane,Food & Beverage,2019-07-31,Not Registered,39718.89
M-00816,"Robertson, Farmer and Schmidt",Food & Beverage,2015-11-20,Registered,18310.31
M-00817,Avila-Brooks,Wholesale,2016-09-07,Not Registered,2344.43
M-00818,Gray-May,Retail,2019-09-29,Registered,43261.59
M-00819,"Briggs, Knox and Strickland",Wholesale,2024-04-13,Registered,16040.55
M-00820,"Hill, Garcia and Hall",Food & Beverage,2020-09-22,Registered,25463.05
M-00821,"Baker, Shelton and Bishop",Food & Beverage,2024-01-26,Registered,44490.62
M-00822,"Clark, Taylor and Howard",Services,2018-08-11,Not Registered,18273.66
M-00823,Brown LLC,Food & Beverage,2019-02-16,Registered,33003.06
M-00824,Trujillo-Brown,Services,2024-08-13,Not Registered,12226.51
M-00825,Wolf Ltd,Food & Beverage,2022-10-22,Not Registered,8116.81
M-00826,"Mathis, Smith and Mueller",Services,2018-01-15,Not Registered,9797.2
M-00827,Freeman-Ortiz,E-commerce,2015-08-14,Not Registered,24889.55
M-00828,Hamilton-Jackson,Food & Beverage,2022-03-25,Not Registered,37640.06
M-00829,"Garza, Smith and Garcia",Services,2024-02-13,Not Registered,4874.66
M-00830,"Banks, Mercado and Smith",Food & Beverage,2015-03-20,Registered,47381.5
M-00831,Diaz-Nelson,Retail,2022-02-28,Registered,4339.04
M-00832,Rivera Ltd,Wholesale,2022-12-17,Registered,41863.11
M-00833,Suarez Ltd,Services,2023-04-14,Registered,5594.2
M-00834,Mueller LLC,Wholesale,2021-04-24,Not Registered,5460.6
M-00835,Perez-Wilkerson,Retail,2023-04-16,Registered,47238.77
M-00836,"Fry, Graham and Potter",Wholesale,2015-10-31,Registered,38984.33
M-00837,Estrada-Underwood,Wholesale,2024-09-28,Registered,35937.4
M-00838,Dixon Inc,Food & Beverage,2024-02-02,Registered,24859.19
M-00839,Small-Diaz,Food & Beverage,2023-12-06,Registered,8814.73
M-00840,Obrien-Proctor,Services,2016-03-16,Not Registered,20321.67
M-00841,Rodriguez LLC,Retail,2021-01-22,Registered,9406.11
M-00842,Lucas-Moore,Food & Beverage,2022-08-11,Registered,32628.87
M-00843,Knox-Garcia,E-commerce,2023-08-11,Registered,7510.9
M-00844,Beck-Allison,Services,2017-01-22,Registered,41073.58
M-00845,Simon-Sparks,E-commerce,2018-03-27,Registered,17307.83
M-00846,"Johnson, Anderson and Vaughn",Food & Beverage,2018-05-13,Not Registered,10153.02
M-00847,"Thompson, Smith and Wong",E-commerce,2021-08-29,Not Registered,13875.13
M-00848,Mckenzie LLC,Food & Beverage,2017-05-22,Not Registered,10557.94
M-00849,Rios LLC,Wholesale,2015-11-16,Not Registered,49590.68
M-00850,Pena-Lee,E-commerce,2021-03-06,Not Registered,36293.1
M-00851,Hart-Lewis,Wholesale,2024-03-29,Not Registered,34092.75
M-00852,Nguyen Ltd,Food & Beverage,2016-02-18,Not Registered,1908.51
M-00853,Munoz-Hansen,E-commerce,2021-08-08,Registered,37054.25
M-00854,Wilson-Chase,Wholesale,2022-09-29,Registered,13963.62
M-00855,Parker Inc,Retail,2016-03-03,Not Registered,16375.71
M-00856,"Ward, Rollins and Foster",E-commerce,2023-07-31,Not Registered,12297.28
M-00857,Nelson LLC,Wholesale,2023-10-26,Registered,33611.78
M-00858,Dixon-Huang,Services,2021-07-20,Not Registered,7184.25
M-00859,"Gray, Olson and Watson",Food & Beverage,2021-03-18,Not Registered,5437.97
M-00860,Richards PLC,Services,2018-10-09,Not Registered,8075.33
M-00861,Carlson and Sons,Services,2020-04-05,Registered,1118.05
M-00862,Trevino Inc,E-commerce,2017-09-17,Not Registered,13322.01
M-00863,Cherry-Valdez,Wholesale,2020-10-10,Not Registered,31905.06
M-00864,Ramirez Inc,Services,2018-08-01,Not Registered,23241.74
M-00865,"Waters, Fleming and Peters",Retail,2015-12-22,Not Registered,5031.89
M-00866,Orozco and Sons,Food & Beverage,2023-07-15,Registered,12137.94
M-00867,"Gonzalez, Brady and Arnold",Retail,2023-08-21,Registered,11575.89
M-00868,Hamilton Ltd,Retail,2020-02-15,Not Registered,17064.08
M-00869,Snow LLC,Services,2017-02-22,Not Registered,4595.37
M-00870,Terry-Davis,Food & Beverage,2020-02-05,Not Registered,30518.04
M-00871,Aguilar-Brown,Services,2018-03-29,Registered,16243.06
M-00872,"Parker, Lewis and Riley",Food & Beverage,2015-03-01,Not Registered,5423.43
M-00873,Williams Inc,E-commerce,2022-12-24,Not Registered,40515.73
M-00874,Washington and Sons,Retail,2024-02-23,Not Registered,15591.05
M-00875,"Curtis, Perry and Fernandez",Wholesale,2024-07-07,Registered,21401.66
M-00876,Odonnell-Hatfield,Wholesale,2016-11-02,Registered,5596.97
M-00877,Barrera-Ho,Retail,2017-06-19,Not Registered,7002.61
M-00878,"Kirby, Patel and Aguilar",Retail,2017-01-16,Not Registered,11055.49
M-00879,"Zavala, Anderson and Sanders",E-commerce,2023-10-29,Not Registered,26562.1
M-00880,Garcia PLC,E-commerce,2023-11-28,Registered,31546.83
M-00881,Walters-Sanchez,Food & Beverage,2021-05-31,Registered,3427.81
M-00882,Wright PLC,Services,2017-05-11,Registered,24493.96
M-00883,Taylor-Patel,Food & Beverage,2018-04-05,Not Registered,35093.82
M-00884,"Beck, Murphy and Kelly",Services,2016-11-20,Registered,6594.36
M-00885,Cooke and Sons,Wholesale,2020-08-22,Not Registered,34278.95
M-00886,Davis-Acevedo,Services,2023-09-17,Not Registered,20021.37
M-00887,"Martin, Walters and Green",Wholesale,2018-02-22,Registered,14021.44
M-00888,Steele Ltd,Food & Beverage,2016-02-29,Registered,25924.21
M-00889,Smith-Stewart,E-commerce,2022-09-26,Not Registered,28721.62
M-00890,Parker-Gallagher,Food & Beverage,2024-05-12,Not Registered,24707.13
M-00891,"Vincent, Obrien and Dixon",Retail,2016-11-06,Registered,6209.02
M-00892,"Moses, Baker and Short",Wholesale,2015-05-01,Not Registered,31342.64
M-00893,Hill Inc,Wholesale,2024-10-25,Registered,6482.13
M-00894,Parker PLC,Food & Beverage,2018-05-29,Registered,37132.55
M-00895,"King, Patel and Klein",Wholesale,2019-10-28,Registered,20111.92
M-00896,"Graves, Macdonald and Tapia",Services,2023-12-27,Registered,5446.18
M-00897,"Olson, Morris and Smith",Retail,2021-10-16,Not Registered,10572.14
M-00898,"Hunter, Burch and Faulkner",Retail,2019-05-08,Not Registered,46164.59
M-00899,Turner and Sons,E-commerce,2015-06-23,Not Registered,48678.49
M-00900,Serrano-Washington,E-commerce,2017-05-31,Not Registered,43729.35
M-00901,Wood-Odonnell,Food & Beverage,2017-12-13,Registered,21410.2
M-00902,Daniels-Hansen,E-commerce,2017-04-26,Not Registered,27889.19
M-00903,Shannon-Lopez,Services,2021-10-13,Registered,31498.4
M-00904,Jones-Farrell,E-commerce,2016-03-21,Not Registered,26765.26
M-00905,Todd Group,Services,2024-04-23,Registered,8079.26
M-00906,Castillo and Sons,Wholesale,2019-10-22,Registered,24010.28
M-00907,Dickson-Colon,E-commerce,2022-12-15,Not Registered,46716.32
M-00908,"Brooks, Brown and Morris",Wholesale,2021-03-16,Registered,42718.25
M-00909,Reyes-Freeman,Retail,2023-09-05,Not Registered,31241.83
M-00910,"Jackson, Smith and Gaines",Wholesale,2019-06-30,Not Registered,24806.22
M-00911,"Schmitt, Duran and Lane",Food & Beverage,2016-10-06,Not Registered,25961.93
M-00912,"Ramos, Jordan and Wagner",Retail,2021-08-02,Registered,20237.39
M-00913,"Hopkins, Holloway and Bartlett",E-commerce,2018-01-29,Registered,27494.48
M-00914,Solis LLC,Wholesale,2016-03-02,Not Registered,2653.64
M-00915,Norman-Alvarado,Food & Beverage,2024-11-16,Not Registered,11089.19
M-00916,"Franklin, Banks and Barron",E-commerce,2016-10-27,Registered,46886.45
M-00917,Weaver-Berry,E-commerce,2017-10-06,Registered,43935.28
M-00918,"Johnson, Beard and Sellers",Food & Beverage,2020-04-27,Not Registered,31917.88
M-00919,Fitzgerald-Perkins,E-commerce,2016-01-31,Registered,40524.24
M-00920,"Dixon, Gray and Hansen",Wholesale,2017-02-12,Not Registered,6651.53
M-00921,"Marshall, Mendoza and Orozco",Food & Beverage,2018-08-31,Registered,11175.38
M-00922,Nguyen LLC,Retail,2019-10-28,Not Registered,49224.43
M-00923,Collins-Atkins,Retail,2023-07-30,Registered,38241.34
M-00924,Hicks-Lewis,E-commerce,2018-09-26,Not Registered,34853.37
M-00925,Gibson-Gibbs,E-commerce,2022-12-27,Registered,26051.92
M-00926,"Walker, Owen and Stanley",Retail,2021-11-09,Not Registered,13126.25
M-00927,Edwards-Sullivan,Services,2023-11-16,Not Registered,28275.03
M-00928,Stephens-Boyd,Food & Beverage,2019-06-06,Registered,16962.27
M-00929,Arellano LLC,Services,2017-09-26,Not Registered,13925.78
M-00930,Norris and Sons,Retail,2018-01-22,Registered,2412.73
M-00931,"Bray, Neal and Hernandez",Retail,2020-05-25,Not Registered,16844.8
M-00932,Mitchell and Sons,Retail,2021-02-03,Registered,3704.53
M-00933,"Hall, Smith and Davis",Services,2023-02-20,Not Registered,40678.82
M-00934,Richards-Parker,E-commerce,2016-04-08,Registered,46718.43
M-00935,Powers-Moreno,Food & Beverage,2019-12-07,Not Registered,36663.92
M-00936,"Gentry, West and Payne",Wholesale,2020-10-09,Registered,48104.79
M-00937,Carey-Ford,Wholesale,2022-05-26,Not Registered,23711.43
M-00938,Carter Group,Wholesale,2022-03-07,Registered,21529.17
M-00939,"Brown, Brown and Evans",Food & Beverage,2017-01-04,Not Registered,34656.22
M-00940,Thompson-Logan,Wholesale,2015-05-08,Registered,3453.63
M-00941,"Wilson, Benson and Spears",Services,2022-01-12,Registered,7880.92
M-00942,Pennington Inc,E-commerce,2018-03-16,Not Registered,29853.23
M-00943,Martinez PLC,Wholesale,2017-07-25,Registered,25514.18
M-00944,Decker-Shelton,Retail,2023-01-25,Not Registered,34834.79
M-00945,"Pollard, Lawson and Wolf",Food & Beverage,2023-01-09,Registered,37266.04
M-00946,Reyes Group,Wholesale,2020-10-06,Not Registered,12661.9
M-00947,"Alvarado, Ray and Nelson",Services,2015-02-21,Registered,12000.35
M-00948,Walter LLC,Food & Beverage,2024-01-28,Registered,5850.98
M-00949,"Norton, Woodward and Park",Food & Beverage,2019-08-28,Not Registered,26817.59
M-00950,Richardson Group,Retail,2024-06-04,Not Registered,2359.75
M-00951,Powell PLC,Wholesale,2020-07-05,Registered,12174.35
M-00952,"Wilcox, Meyer and Anderson",Retail,2020-02-28,Not Registered,27782.71
M-00953,"Hudson, Jones and Johnson",E-commerce,2020-08-06,Registered,34263.66
M-00954,Fisher PLC,E-commerce,2020-05-30,Registered,34045.55
M-00955,Thompson PLC,Wholesale,2016-10-07,Not Registered,14995.2
M-00956,Ramsey-White,Services,2024-01-20,Not Registered,35094.75
M-00957,Davis-Wilson,E-commerce,2018-11-28,Registered,41722.34
M-00958,Acosta Group,E-commerce,2019-05-02,Registered,39522.0
M-00959,Esparza Inc,Wholesale,2017-07-22,Registered,39218.4
M-00960,Kim-Douglas,Services,2020-04-10,Not Registered,11127.33
M-00961,"Bray, Gray and Herrera",Wholesale,2022-04-12,Not Registered,1498.18
M-00962,Espinoza Group,Retail,2022-03-02,Registered,37687.8
M-00963,Mcguire-Thomas,Food & Beverage,2019-02-24,Not Registered,6014.09
M-00964,Stewart Group,E-commerce,2019-07-30,Not Registered,24063.63
M-00965,Anderson-May,E-commerce,2019-09-17,Registered,31191.84
M-00966,"Long, Davidson and Mccoy",Retail,2019-10-28,Registered,8079.46
M-00967,"Decker, Beard and Blackwell",Services,2023-02-08,Registered,44671.72
M-00968,"Newman, Morton and Jenkins",Food & Beverage,2021-01-21,Registered,21112.83
M-00969,Lowery-Keith,Services,2023-12-29,Registered,14964.79
M-00970,Sanders LLC,Wholesale,2018-10-02,Registered,25259.36
M-00971,"Smith, Lamb and Hanna",Food & Beverage,2023-08-25,Not Registered,16628.34
M-00972,Thompson PLC,Food & Beverage,2019-08-22,Not Registered,15842.6
M-00973,Rosales-Archer,Wholesale,2022-07-30,Registered,3987.1
M-00974,Robinson Group,Services,2017-06-19,Not Registered,31621.94
M-00975,Smith Ltd,Food & Beverage,2019-04-12,Not Registered,12728.92
M-00976,Moran LLC,E-commerce,2023-06-29,Registered,32891.39
M-00977,Robbins-Mejia,Services,2022-03-25,Not Registered,12838.28
M-00978,"Wilson, Robinson and Vargas",Services,2022-10-02,Not Registered,27036.83
M-00979,Moreno-Young,Services,2017-08-07,Registered,34103.23
M-00980,Maldonado-Kelly,Retail,2016-03-20,Not Registered,36856.22
M-00981,"Warren, Hood and Glass",Wholesale,2019-02-27,Not Registered,21673.42
M-00982,Bass Inc,Food & Beverage,2016-12-18,Registered,32666.55
M-00983,Cook and Sons,Wholesale,2021-10-04,Not Registered,49709.51
M-00984,"Oconnor, Simpson and Anderson",E-commerce,2023-09-25,Registered,24425.77
M-00985,"Bates, Hale and Gibson",Retail,2019-04-19,Not Registered,49356.27
M-00986,Porter-Coleman,Retail,2019-03-27,Not Registered,25024.59
M-00987,"Scott, Wright and Boyd",Retail,2018-02-21,Registered,24874.93
M-00988,"Franklin, Dixon and Meyer",Retail,2016-02-04,Registered,9195.05
M-00989,"Kelly, Mccoy and Weiss",Retail,2014-12-01,Registered,1652.79
M-00990,Diaz LLC,Services,2023-07-27,Registered,35723.84
M-00991,Smith Ltd,Wholesale,2022-02-25,Not Registered,17006.58
M-00992,"Lloyd, Pope and Hurst",Food & Beverage,2019-03-10,Not Registered,16753.15
M-00993,Nelson Group,Services,2023-04-28,Not Registered,42511.16
M-00994,"Walter, Tucker and Johnson",Services,2017-04-03,Not Registered,48191.18
M-00995,Chase PLC,E-commerce,2017-09-23,Registered,32252.55
M-00996,"Humphrey, Padilla and Dominguez",Wholesale,2016-01-13,Registered,6780.82
M-00997,Thomas-Jackson,Services,2022-02-28,Registered,12527.37
M-00998,Cook-Brown,E-commerce,2020-03-23,Not Registered,39331.57
M-00999,Hunt-Ford,Services,2018-11-10,Registered,28578.66
M-01000,"Chang, Chapman and Jones",Wholesale,2018-11-20,Not Registered,28044.31
